name,brand,ratingValue,ratingCount,gender_score,priceValue_score,timeOfDay_score,season_score,Woody & Earthy,Smoky & Leathery,Resinous & Balsamic,Citrus & Fresh,Green & Herbal,Warm & Spicy,Sweet & Gourmand,Floral,Powdery & Soft,Synthetic,Uncommon,notesBreakdown
Heliotropia,Byredo,3.85,65.0,-0.66667,-0.375,0.63158,0.23913,0.16485,1.37896,2.1057,0.0,0.0,0.0,1.83444,2.47335,2.16026,0.0,0.0,"{'topnotes': ['Incense', 'Gardenia', 'Woody Notes', 'Jasmine Sambac', 'Heliotrope'], 'midnotes': [], 'bottomnotes': []}"
Oliver Peoples Indigo,Byredo,4.04,158.0,0.54545,-1.16667,0.05128,0.1215,2.69904,0.0,0.0,0.39329,0.4863,0.37412,0.0,0.0,1.11752,0.0,4.34686,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Iris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
Belle de Tanger,Byredo,3.87,53.0,0.6,-1.125,0.73333,0.2381,1.00533,0.0,0.37424,1.63405,0.0,0.0,0.0,4.86395,1.3118,0.0,0.0,"{'topnotes': ['Bitter Orange'], 'midnotes': ['Orris', 'Violet'], 'bottomnotes': ['Cashmere Wood']}"
Midnight Candy,Byredo,4.09,53.0,-0.2,-0.5,-0.3,0.33929,0.72985,0.0,0.63219,0.74203,0.0,1.12943,0.0,4.58942,0.75076,0.0,0.0,"{'topnotes': ['Iris Flower', 'Carrot'], 'midnotes': ['Black Violet', 'Egyptian Jasmine'], 'bottomnotes': ['Vanilla', 'Osmanthus']}"
Casablanca Lily,Byredo,3.84,44.0,-0.88889,0.28571,0.05556,0.28571,0.1507,1.00346,0.0,0.0,0.0,0.33598,2.90181,4.27659,1.71744,0.0,0.0,"{'topnotes': ['Gardenia', 'Plum'], 'midnotes': ['Cloves', 'Indian Tuberose'], 'bottomnotes': ['Honey', 'Palisander Rosewood']}"
La Tulipe Hair Perfume,Byredo,4.1,21.0,-1.64286,0.0,0.625,0.19444,0.0,0.0,0.0,0.0,0.6619,0.0,0.0,1.48443,0.0,0.0,0.0,"{'topnotes': ['Cyclamen', 'Rhubarb'], 'midnotes': ['Tulip', 'Freesia'], 'bottomnotes': ['Vetiver', 'White Woods']}"
Deep Viola,Byredo,3.94,50.0,-0.27273,-0.55556,0.21429,0.25,0.0,2.32414,0.72755,0.0,0.0,0.34262,0.0,3.28391,1.6995,0.0,0.0,"{'topnotes': ['Saffron', 'Bergamot', 'Angelica'], 'midnotes': ['Leather', 'Violet', 'Iris'], 'bottomnotes': ['Vanilla', 'Olibanum', 'Agarwood (Oud)']}"
Bal d'Afrique Hair Perfume,Byredo,4.46,24.0,-0.92308,-0.5,0.30769,0.16667,0.99506,0.0,0.84447,1.34156,0.4863,0.0,0.0,1.69849,0.3806,0.0,0.0,"{'topnotes': ['Lemon', 'Marigold', 'Neroli', 'Bergamot'], 'midnotes': ['Jasmine', 'Violet', 'Buchu or Agathosma', 'Cyclamen'], 'bottomnotes': ['Musk', 'Black Amber', 'Moroccan Cedar', 'Vetiver']}"
Cuir Obscur,Byredo,4.12,82.0,0.0,-0.70588,-0.19231,0.19531,1.32569,3.09611,0.0,0.0,0.0,0.0,2.52708,4.05237,0.0,0.0,0.0,"{'topnotes': ['Amaretto', 'Nutmeg'], 'midnotes': ['Rose', 'Ylang-Ylang'], 'bottomnotes': ['Leather', 'Musk', 'Patchouli']}"
Mojave Ghost Hair Perfume,Byredo,4.13,30.0,-1.06667,-0.3125,0.64286,0.21429,0.18507,0.0,0.0,0.0,0.21786,0.0,0.0,3.08524,1.34254,0.0,0.0,"{'topnotes': ['Sapodilla', 'Ambrette (Musk Mallow)'], 'midnotes': ['Magnolia', 'Violet', 'Sandalwood'], 'bottomnotes': ['Cedar', 'Ambergris']}"
Desert Dawn,Byredo,3.87,260.0,-0.04828,-0.95833,0.50962,0.13604,0.26363,0.0,0.0,0.0,0.22279,0.28955,0.0,0.0,1.28611,0.0,0.0,"{'topnotes': ['Rose Petals', 'Cardamom'], 'midnotes': ['Cedarwood', 'Carrot Seeds', 'Sandalwood'], 'bottomnotes': ['Silk', 'Musk', 'Papyrus', 'Vetiver']}"
Le Gant,Byredo,4.38,40.0,0.2,0.0,0.4,0.26316,0.0,2.79882,0.73105,0.40438,0.0,0.3116,1.75231,0.79002,1.62518,0.0,0.0,"{'topnotes': ['Saffron', 'Bergamot'], 'midnotes': ['Mimosa', 'Heliotrope'], 'bottomnotes': ['Leather', 'Amber', 'Musk', 'Acai Berry']}"
La Botte,Byredo,4.26,57.0,0.0,0.0,-0.44444,0.27273,0.18718,4.62149,0.0,0.73871,0.0,0.0,0.0,4.23519,1.16807,0.0,0.0,"{'topnotes': ['Jasmine'], 'midnotes': ['Synthetic Civet', 'Violet'], 'bottomnotes': ['Mahogany', 'Leather']}"
Gypsy Water Hair Perfume,Byredo,4.52,27.0,-0.4375,0.0,0.07692,0.19118,0.24443,1.21741,2.6951,0.0,0.34266,0.38048,0.0,0.0,0.50926,0.0,0.0,"{'topnotes': ['Lemon', 'Juniper Berries', 'Bergamot', 'Pepper'], 'midnotes': ['Orris', 'Incense', 'Pine needles'], 'bottomnotes': ['Vanilla', 'Sandalwood', 'Amber']}"
Russell Westbrook,Byredo,4.3,33.0,-0.16667,-0.33333,0.33333,0.17308,1.22135,2.75809,0.0,0.0,0.4863,0.0,0.0,2.86161,1.11378,0.0,0.0,"{'topnotes': ['Gin', 'Osmanthus'], 'midnotes': ['Black Violet', 'Tobacco'], 'bottomnotes': ['Haitian Vetiver', 'Suede']}"
Fantastic Man,Byredo,4.02,61.0,-0.25,-0.83333,0.66667,0.30303,1.23813,0.0,0.0,0.41275,1.56856,2.09379,0.0,0.82306,0.0,0.0,0.0,"{'topnotes': ['Cardamom', 'Star Anise', 'Bergamot'], 'midnotes': ['Lavender', 'Incense', 'Geranium'], 'bottomnotes': ['Patchouli', 'Oakmoss', 'Vetiver']}"
Reine de Nuit,Byredo,4.3,74.0,-0.45455,-1.11111,-0.75862,0.1383,1.18954,1.57772,1.62677,0.0,0.0,0.56734,0.0,3.08149,0.63566,0.0,0.0,"{'topnotes': ['Black Currant', 'Saffron'], 'midnotes': ['Incense', 'Alumroot'], 'bottomnotes': ['Ambrette (Musk Mallow)', 'Black Rose', 'Patchouli']}"
Oliver Peoples Champagne,Byredo,4.13,30.0,0.0,0.0,0.15385,0.01852,3.10552,0.0,0.88684,0.0,1.76556,0.50975,0.5181,0.0,0.0,0.0,3.19629,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Orris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
La Selle,Byredo,4.22,36.0,-0.4,-0.66667,-0.25,0.17742,2.74492,6.19506,0.0,0.0,0.65727,0.0,0.45688,0.0,0.53397,0.0,0.0,"{'topnotes': ['Black Tea', 'Cashmeran'], 'midnotes': ['Tobacco Leaf', 'Leather'], 'bottomnotes': ['Oakmoss', 'Birch']}"
Oliver Peoples Moss,Byredo,4.13,39.0,-0.1,-0.66667,0.75,0.22581,2.69346,0.0,0.0,0.0,2.28601,0.53059,0.70089,0.0,1.44884,0.0,0.0,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Orris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
Oliver Peoples Mustard,Byredo,4.03,30.0,-1.0,-1.5,0.25,0.16667,1.3891,0.0,0.0,0.42201,1.73148,0.37989,0.48093,0.0,0.0,2.3297,4.42562,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Orris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
Byredo,Byredo,3.94,718.0,-0.28216,-0.74242,0.62791,0.19694,2.59347,0.0,0.0,0.93645,0.39462,1.25463,0.0,3.91288,0.64955,0.0,0.0,"{'topnotes': ['Pink Pepper', 'Gin'], 'midnotes': ['Violet', 'Orris Root'], 'bottomnotes': ['Balsam Fir', 'Oakmoss']}"
Eternity For Men,Calvin Klein,3.79,5741.0,1.42459,0.6455,0.68994,0.18201,0.16302,0.0,0.0,0.50228,2.86509,0.0,0.0,0.93097,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Lemon', 'Bergamot', 'Mandarin Orange'], 'midnotes': ['Sage', 'Jasmine', 'Basil', 'Geranium', 'Lily-of-the-Valley', 'Orange Blossom', 'Juniper Berries', 'Lily', 'Coriander'], 'bottomnotes': ['Vetiver', 'Brazilian Rosewood', 'Musk', 'Sandalwood', 'Amber']}"
CK All,Calvin Klein,4.0,1678.0,0.01521,0.90179,0.78726,0.18826,0.0,0.0,0.0,0.63591,0.99334,0.0,0.0,2.16335,0.51891,0.0,0.0,"{'topnotes': ['Grapefruit blossom', 'Bergamot', 'Mandarin Orange'], 'midnotes': ['Jasmine', 'Freesia', 'Lily', 'Rhubarb'], 'bottomnotes': ['Musk', 'Vetiver', 'Amber']}"
CK One,Calvin Klein,3.81,18387.0,0.2424,0.83198,0.85242,0.18751,0.14972,0.0,0.0,1.52212,1.278,0.0,0.0,1.61547,0.97045,0.0,0.0,"{'topnotes': ['Pineapple', 'Lemon', 'Green Notes', 'Mandarin Orange', 'Bergamot', 'Papaya', 'Cardamom'], 'midnotes': ['Jasmine', 'Lily-of-the-Valley', 'Rose', 'Orris Root', 'Violet', 'Freesia', 'Nutmeg'], 'bottomnotes': ['Green Tea', 'Cedar', 'Oakmoss', 'Green Accord', 'Musk', 'Sandalwood', 'Amber']}"
Euphoria Men,Calvin Klein,3.8,3491.0,1.33153,0.44062,0.45506,0.16716,0.2063,0.82178,0.42334,0.81618,2.56919,0.55633,0.0,0.0,0.53944,0.0,0.0,"{'topnotes': ['Ginger', 'Pepper'], 'midnotes': ['Sage', 'Cedar', 'Black Basil'], 'bottomnotes': ['Suede', 'Patchouli', 'Brazilian Redwood', 'Amber']}"
Eternity Aqua for Men,Calvin Klein,3.92,1876.0,1.39048,0.90893,0.79035,0.17059,0.2461,0.0,0.0,6.26835,2.49416,0.0,0.0,0.87148,0.43353,0.0,0.0,"{'topnotes': ['Green Notes', 'Lotus', 'Cucumber', 'Citruses'], 'midnotes': ['Lavender', 'Sichuan Pepper', 'Virginia Cedar', 'Plum'], 'bottomnotes': ['Musk', 'Guaiac Wood', 'Sandalwood', 'Patchouli']}"
Obsession for Men,Calvin Klein,3.86,5512.0,1.25717,1.02955,-0.40552,0.28964,0.22948,0.0,2.31008,0.35928,0.38528,2.71721,0.0,0.0,0.47302,0.0,0.0,"{'topnotes': ['Mandarin Orange', 'Bergamot', 'Lavender', 'Grapefruit', 'Coriander', 'Cinnamon', 'Lime'], 'midnotes': ['Sage', 'Jasmine', 'Brazilian Rosewood', 'Pine Tree', 'Myrhh', 'Red Berries', 'Carnation', 'Nutmeg'], 'bottomnotes': ['Vetiver', 'Musk', 'Vanilla', 'Amber', 'Sandalwood', 'Patchouli']}"
Oud Immortel,Byredo,4.02,1967.0,0.73019,-0.58562,0.06156,0.22586,4.14088,0.0,1.64134,1.47646,0.0,0.50032,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Incense', 'Cardamom', 'Limoncello'], 'midnotes': ['Papyrus', 'Agarwood (Oud)', 'Brazilian Rosewood', 'Patchouli'], 'bottomnotes': ['Tobacco', 'oak moss']}"
CK be,Calvin Klein,3.84,5791.0,0.51292,0.73816,0.6365,0.18783,0.21137,0.0,0.0,0.41438,3.25922,0.0,0.4849,0.9718,1.36284,0.0,0.0,"{'topnotes': ['Green Notes', 'Mandarin Orange', 'Mint', 'Bergamot', 'Lavender', 'Juniper'], 'midnotes': ['Magnolia', 'Jasmine', 'Orchid', 'Freesia', 'Green Grass', 'Peach'], 'bottomnotes': ['Cedar', 'Opoponax', 'Musk', 'Vanilla', 'Sandalwood', 'Amber']}"
CK One Essence,Calvin Klein,3.82,265.0,0.24339,0.32335,0.62676,0.15285,0.13407,0.0,0.0,0.59288,1.52481,0.29755,0.0,0.0,1.17098,0.0,0.0,"{'topnotes': ['White Tea', 'Blood Orange', 'Bergamot', 'Black Pepper'], 'midnotes': ['Green Tea', 'Geranium', 'Mint'], 'bottomnotes': ['Musk', 'Incense', 'Australian Sandalwood', 'Moss']}"
Oliver Peoples Rosewood,Byredo,4.02,42.0,-1.0,-1.0,0.375,0.1875,1.4807,0.0,0.0,0.49427,1.98829,0.43777,0.57548,1.70878,0.46112,0.0,0.0,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Orris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
CK One Shock For Him,Calvin Klein,4.06,6841.0,1.47713,1.40849,-0.25836,0.27041,1.30274,2.90016,0.61764,0.35343,1.47774,0.53657,0.75436,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Cucumber', 'Clementine'], 'midnotes': ['Basil', 'Cardamom', 'Pepper', 'Osmanthus'], 'bottomnotes': ['Musk', 'Amber', 'Woodsy Notes', 'Tobacco', 'Patchouli']}"
Escape for Men,Calvin Klein,3.94,1965.0,1.29121,0.84861,0.67804,0.17974,0.26363,0.0,0.0,5.6995,0.48617,0.0,0.44794,0.0,0.0,0.0,0.0,"{'topnotes': ['Eucalyptus', 'Bergamot', 'Grapefruit', 'Melon', 'Juniper', 'Mango'], 'midnotes': ['Fir', 'Sage', 'Cypress', 'Sea Notes', 'Rosemary', 'Birch'], 'bottomnotes': ['Vetiver', 'Oakmoss', 'Amber', 'Sandalwood', 'Patchouli']}"
Mister Marvelous Eau de Cologne,Byredo,4.0,21.0,0.33333,-1.2,0.63636,0.21429,0.26363,0.0,0.42195,1.29602,3.32552,0.0,0.0,1.14434,0.0,0.0,0.0,"{'topnotes': ['Neroli', 'Petitgrain'], 'midnotes': ['Bamboo', 'Lavender'], 'bottomnotes': ['Cedar', 'Amber']}"
Eternity Aromatic Essence for Men,Calvin Klein,4.03,345.0,1.025,0.20721,0.27638,0.15419,0.20841,0.0,0.0,0.3452,1.64678,0.40523,0.54579,0.0,1.9153,0.0,0.0,"{'topnotes': ['Lemon', 'Sichuan Pepper', 'Juniper Berries'], 'midnotes': ['Lavender', 'Coconut'], 'bottomnotes': ['Virginian Cedar', 'Patchouli', 'Guatemalan Cardamom']}"
Eternity for Men Eau de Parfum,Calvin Klein,3.87,1105.0,1.56723,0.60531,0.53431,0.15305,0.18773,0.0,0.35444,1.44374,3.05568,0.0,0.0,0.0,0.52324,0.0,0.0,"{'topnotes': ['Sage', 'Ozonic notes', 'Apple'], 'midnotes': ['Cypress', 'Lavender', 'Geranium', 'Nutmeg'], 'bottomnotes': ['Suede', 'Cypriol Oil or Nagarmotha', 'Ambergris', 'Orris Root']}"
CK2,Calvin Klein,3.92,2234.0,-0.05769,0.65021,0.85638,0.18727,0.19735,0.0,0.0,6.02863,0.99782,0.0,0.0,1.10692,0.45547,5.02485,0.0,"{'topnotes': ['Pear', 'Mandarin Orange', 'Violet Leaf', 'Wasabi'], 'midnotes': ['Peony', 'Rose', 'Hedione', 'Orris Root', 'Pebbles'], 'bottomnotes': ['Incense', 'White Musk', 'Sandalwood', 'Vetiver']}"
Truth For Men,Calvin Klein,3.98,1249.0,1.22034,0.77323,0.81978,0.17957,1.03172,0.0,0.0,0.0,1.4341,0.36101,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Green Leaves', 'Basil', 'Cardamom'], 'midnotes': ['Resins', 'Fern'], 'bottomnotes': ['Red Cedar', 'Exotic Woods', 'Patchouli']}"
Eternity Flame For Men,Calvin Klein,3.82,463.0,1.42205,0.78455,-0.17787,0.2323,0.13956,2.38133,0.76426,0.0,0.30799,0.0,0.60247,0.0,0.0,0.0,0.0,"{'topnotes': ['Pineapple'], 'midnotes': ['Rosemary'], 'bottomnotes': ['Labdanum', 'Leather', 'Amber']}"
CK One Reflections,Calvin Klein,4.07,411.0,0.15409,0.78746,0.85034,0.17487,0.14272,0.0,0.0,3.42235,0.83433,0.31097,0.0,0.0,1.20263,0.0,0.0,"{'topnotes': ['Lemon', 'Ginger', 'Ice'], 'midnotes': ['Green Tea', 'Ice'], 'bottomnotes': ['Musk', 'Woodsy Notes']}"
Reveal Men,Calvin Klein,3.92,1479.0,0.98103,0.85801,0.1037,0.21128,0.19268,0.0,1.55148,6.15963,0.41901,0.48242,0.89405,0.0,0.0,0.0,0.0,"{'topnotes': ['Pear', 'Ginger', 'Melon', 'Brandy', 'Mastic or Lentisque'], 'midnotes': ['Clary Sage', 'Salt', 'Suede', 'Agave'], 'bottomnotes': ['Vetiver', 'Tonka Bean', 'Amber']}"
Euphoria Men Intense,Calvin Klein,4.05,1953.0,1.47684,0.55927,-0.47222,0.26122,1.11055,0.0,1.55429,0.0,1.36506,0.52295,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Ginger', 'Pepper'], 'midnotes': ['Sage', 'Cedar', 'Black Basil', 'Vetiver'], 'bottomnotes': ['Labdanum', 'Myrrh', 'Amber', 'Agarwood (Oud)', 'Patchouli']}"
Oliver Peoples Green,Byredo,3.95,40.0,0.45455,-0.88889,0.30769,0.19767,2.53522,0.0,0.0,0.0,2.02877,0.47292,0.58505,0.0,0.0,2.60461,5.27929,"{'topnotes': ['Californian Lemon', 'Juniper Berries'], 'midnotes': ['Orris', 'Patchouli'], 'bottomnotes': ['Musk', 'Immortelle', 'Sand']}"
Euphoria Amber Gold Men,Calvin Klein,4.54,400.0,1.28372,1.1393,-0.44643,0.28745,0.16979,3.35132,0.76426,0.0,1.49078,0.0,2.96286,0.0,0.0,0.0,0.0,"{'topnotes': ['Cypress', 'Thyme', 'Bergamot'], 'midnotes': ['Sage', 'Oregano', 'Jasmine', 'Honey'], 'bottomnotes': ['Leather', 'Incense', 'Vetiver', 'Amber']}"
Eternity Summer Daze For Men,Calvin Klein,3.97,144.0,0.72549,0.54545,0.61818,0.15423,1.2736,0.0,0.0,3.27355,2.95867,0.27521,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Mandarin Orange'], 'midnotes': ['Lavender', 'Mint'], 'bottomnotes': ['Calypsone', 'Patchouli']}"
Contradiction,Calvin Klein,3.81,929.0,1.4,0.75281,0.58477,0.15862,0.88842,0.0,0.0,0.54783,1.52734,1.40375,0.0,0.0,0.89186,0.0,0.0,"{'topnotes': ['Clary Sage', 'Lemon', 'Mandarin Orange', 'Lavender', 'Lime'], 'midnotes': ['Cardamom', 'Coriander', 'Pepper', 'Nutmeg'], 'bottomnotes': ['Musk', 'Ebony Wood', 'Sandalwood', 'Vetiver']}"
Ck One Summer Daze,Calvin Klein,3.9,503.0,-0.04913,0.60131,0.74847,0.15378,0.0,0.0,0.0,1.60733,1.87708,0.0,0.0,0.0,0.65352,0.0,0.0,"{'topnotes': ['Kumquat'], 'midnotes': ['Mint', 'Tea'], 'bottomnotes': ['White Musk', 'Vetiver']}"
CK One Summer 2019,Calvin Klein,3.96,549.0,0.12734,1.08787,0.81375,0.16639,0.16697,0.0,0.0,5.73332,0.97395,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Watery Notes'], 'midnotes': ['Tea'], 'bottomnotes': ['Driftwood']}"
Crave,Calvin Klein,4.03,924.0,1.06373,0.49714,0.8,0.14829,0.17869,0.93042,0.0,3.81304,2.52409,0.34035,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Starfish', 'Bergamot'], 'midnotes': ['Basil', 'Pimento', 'Coriander'], 'bottomnotes': ['Oakmoss', 'Musk', 'Birch', 'Sandalwood', 'Tonka Bean', 'Nutmeg', 'Vetiver']}"
CK One Summer 2021,Calvin Klein,3.77,345.0,0.32432,0.81435,0.68313,0.14824,0.17485,0.0,0.38932,5.90321,0.9681,0.0,0.43037,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Grapefruit', 'Watery Notes'], 'midnotes': ['Watermelon', 'Eucalyptus', 'Rhubarb'], 'bottomnotes': ['Ambroxan', 'Peach', 'White Woods']}"
CK One Summer 2014,Calvin Klein,4.07,605.0,0.11842,0.77941,0.79341,0.1078,0.1533,0.0,0.58558,3.37549,0.37215,0.0,0.71503,0.0,0.0,0.0,0.0,"{'topnotes': ['Grapefruit', 'Melon', 'Lime'], 'midnotes': ['Cypress', 'Tequila', 'Freesia'], 'bottomnotes': ['Coconut Milk', 'Cedar', 'Sugar']}"
CK One Red Edition for Him,Calvin Klein,3.94,415.0,1.02174,0.73333,0.44571,0.17382,0.0,0.0,1.41805,1.66268,0.34433,0.55824,0.95027,0.0,0.90428,3.54134,0.0,"{'topnotes': ['Pear', 'Aldehydes'], 'midnotes': ['Suede', 'Ginger', 'Daim', 'Black Pepper'], 'bottomnotes': ['Musk', 'Tonka Bean', 'Vetiver']}"
CK One Summer 2016,Calvin Klein,3.96,365.0,0.29091,0.67442,0.74586,0.13899,0.15826,0.0,0.0,1.71036,1.05818,0.0,0.45179,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Ginger', 'Mojito', 'Green Apple', 'Lime'], 'midnotes': ['Guava', 'Tahitian Tiare Flower', 'Juniper'], 'bottomnotes': ['Coconut Milk', 'Cedar', 'Moss']}"
Eternity Now For Men,Calvin Klein,3.94,812.0,0.74809,0.77376,0.42222,0.16357,0.13993,0.0,1.25167,0.0,0.0,1.51936,0.69816,0.0,0.38697,0.0,0.0,"{'topnotes': ['Coconut Nectar', 'Ginger', 'Star Anise'], 'midnotes': ['Cedar', 'Carambola (Star Fruit)', 'Patchouli'], 'bottomnotes': ['Vanilla', 'Moroccan Cedar', 'Tonka Bean']}"
Eternity Parfum For Men,Calvin Klein,3.77,259.0,1.23457,0.15232,-0.22464,0.25936,0.14444,0.0,1.25167,0.0,1.88103,0.28382,0.52863,0.0,0.38289,0.0,0.0,"{'topnotes': ['Lavender'], 'midnotes': ['Rum'], 'bottomnotes': ['Vanilla Absolute']}"
CK One Summer 2013,Calvin Klein,4.07,568.0,0.3125,0.51282,0.77564,0.11745,0.0,0.0,0.0,6.12693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Water Notes', 'Citruses'], 'midnotes': ['Water Lily', 'Watermelon', 'Cucumber'], 'bottomnotes': ['Musk', 'Moss']}"
Eternity Amber Essence For Men,Calvin Klein,4.2,15.0,1.69231,0.22222,-0.63636,0.425,0.0,0.0,1.70749,0.39063,0.0,0.29195,0.0,0.0,0.33784,0.0,0.0,"{'topnotes': ['Italian Mandarin'], 'midnotes': ['Amber'], 'bottomnotes': ['Benzoin', 'Bourbon Vanilla']}"
CK One Collector's Edition,Calvin Klein,3.77,178.0,0.52525,1.0,0.77273,0.18125,0.22458,2.12637,0.45447,0.49098,1.27681,0.0,0.0,0.0,0.67352,0.0,0.0,"{'topnotes': ['Grapefruit', 'Bergamot', 'Rhubarb'], 'midnotes': ['Rosemary', 'Gin', 'Pine needles'], 'bottomnotes': ['Ambroxan', 'Ambrettolide', 'Birch']}"
Calvin,Calvin Klein,4.52,258.0,1.71875,0.17021,-0.32051,0.25306,1.97559,0.0,0.0,0.60342,2.12302,0.39541,0.0,0.98035,0.38278,0.0,0.0,"{'topnotes': ['Lemon', 'Mandarin Orange', 'Bergamot', 'Chamomile', 'Neroli'], 'midnotes': ['Geranium', 'Orange Blossom', 'Lemon Verbena', 'Tarragon', 'Cinnamon'], 'bottomnotes': ['Vetiver', 'Musk', 'Sandalwood', 'Patchouli']}"
Liquid Gold Euphoria Men,Calvin Klein,4.26,223.0,1.40741,0.23404,-0.57843,0.30045,0.19978,0.85212,0.0,0.0,0.0,0.61004,0.0,0.0,0.39707,1.76924,0.0,"{'topnotes': ['Black Pepper'], 'midnotes': ['Saffron'], 'bottomnotes': ['Sandalwood']}"
CK One Summer 2012,Calvin Klein,4.02,485.0,0.13043,0.48571,0.75899,0.1225,0.15879,0.0,0.0,6.28394,1.51189,0.0,0.0,0.6611,0.0,0.0,0.0,"{'topnotes': ['Bergamot', 'Cucumber', 'Lime', 'Mint'], 'midnotes': ['Water Notes', 'Rosemary', 'Granny Smith apple', 'Lotus'], 'bottomnotes': ['Sandalwood', 'Rum', 'Driftwood', 'oak moss']}"
CK One Summer 2020,Calvin Klein,3.85,419.0,0.18662,0.87259,0.66548,0.13919,0.12196,0.0,0.41569,2.22025,1.77,1.6009,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Sea Salt', 'Ginger', 'Mandarin Orange'], 'midnotes': ['Sage'], 'bottomnotes': ['Sandalwood', 'Amber']}"
CK One Platinum Edition,Calvin Klein,4.08,183.0,0.52703,0.62687,0.73684,0.16968,1.19046,0.0,0.52864,1.48973,2.76987,0.41968,0.0,0.0,0.0,3.54942,0.0,"{'topnotes': ['Cardamom', 'Granny Smith apple', 'Aldehydes'], 'midnotes': ['Lavender', 'Pink Pepper', 'Cinnamon'], 'bottomnotes': ['Cashmere Wood', 'Amber', 'Vetiver']}"
Eternity 25th Anniversary Edition for Men,Calvin Klein,3.87,63.0,1.0,0.66667,0.55556,0.18,0.17529,0.0,0.4114,0.321,4.04451,1.14447,0.0,0.8255,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Green Notes', 'Mandarin Orange'], 'midnotes': ['Sage', 'Tarragon', 'Jasmine', 'Basil'], 'bottomnotes': ['Cedar', 'Amber', 'Palisander Rosewood', 'Vetiver']}"
Eternity For Men Summer 2010,Calvin Klein,4.13,77.0,1.5,1.0,0.82857,0.09615,0.26363,0.0,0.0,0.3999,0.23575,0.0,0.47232,0.0,0.0,0.0,0.0,"{'topnotes': ['Kumquat', 'Pineapple', 'Bergamot'], 'midnotes': ['Bamboo', 'Cardamom', 'Virginia Cedar'], 'bottomnotes': ['Salt', 'Guaiac Wood', 'Teak Wood']}"
Dark Obsession,Calvin Klein,4.06,601.0,1.29703,0.55319,-0.55844,0.27982,0.19756,1.11367,1.73937,0.0,0.46553,0.0,0.53049,0.0,1.22985,0.0,0.0,"{'topnotes': ['Guarana', 'Green Mandarin', 'Wormwood'], 'midnotes': ['Clary Sage', 'Balsam Fir', 'Vetiver'], 'bottomnotes': ['Labdanum', 'Suede', 'Madagascar Vanilla']}"
CK One Shock Street Edition for Him,Calvin Klein,3.9,167.0,1.42105,0.80952,0.11765,0.20755,0.0,0.0,0.0,1.79328,0.9782,0.58231,3.34252,0.85741,0.0,0.0,0.0,"{'topnotes': ['Mojito', 'Citruses'], 'midnotes': ['Geranium', 'Spices'], 'bottomnotes': ['Cacao']}"
Obsessed for Men Intense,Calvin Klein,4.3,251.0,1.20238,0.63514,-0.35345,0.27174,0.26363,0.0,1.19565,0.29614,0.89296,0.0,0.0,0.0,0.42731,0.0,0.0,"{'topnotes': ['Sichuan Pepper', 'Grapefruit', 'Rhubarb'], 'midnotes': ['Cashmeran', 'Cedar', 'Cypriol Oil or Nagarmotha'], 'bottomnotes': ['Gurjan balsam', 'Guaiac Wood', 'Black Vanilla Husk', 'Amber']}"
CK One Summer,Calvin Klein,4.02,165.0,0.07143,0.44444,0.77778,0.13534,0.0,0.0,0.0,2.05253,0.97739,0.0,0.5068,0.89934,0.55261,0.0,0.0,"{'topnotes': ['Kiwi', 'Citruses'], 'midnotes': ['Blueberry Leaf', 'Lily-of-the-Valley', 'Cactus'], 'bottomnotes': ['Musk', 'Vetiver']}"
CK One Summer 2006,Calvin Klein,4.06,254.0,0.19444,0.5,0.84211,0.12944,0.0,0.0,0.0,4.87067,1.04568,0.0,0.49939,0.0,0.0,0.0,0.0,"{'topnotes': ['Mandarin Leaf', 'Melon'], 'midnotes': ['Lemon', 'Freesia', 'Lemon Verbena', 'Rhubarb'], 'bottomnotes': ['Musk', 'Incense', 'Cedar', 'Peach']}"
