name,brand,ratingValue,ratingCount,gender_score,priceValue_score,timeOfDay_score,season_score,Woody & Earthy,Smoky & Leathery,Resinous & Balsamic,Citrus & Fresh,Green & Herbal,Warm & Spicy,Sweet & Gourmand,Floral,Powdery & Soft,Synthetic,Uncommon,notesBreakdown
Material,Amouage,3.91,1347.0,-0.21751,-0.77043,-0.19663,0.25407,1.04194,1.12526,2.95389,0.0,0.26099,0.38041,0.43107,0.0,0.0,0.0,0.0,"{'topnotes': ['Patchouli', 'elemi'], 'midnotes': ['Benzoin', 'Madagascar Vanilla'], 'bottomnotes': ['Labdanum', 'Incense', 'Guaiac Wood', 'Osmanthus', 'Agarwood (Oud)', 'Tonka Bean']}"
Interlude Man,Amouage,4.15,7573.0,1.53941,-0.45132,-0.50761,0.34174,0.1358,1.31031,1.84415,0.0,0.0,0.31655,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Oregano', 'Bergamot', 'Pepper'], 'midnotes': ['Labdanum', 'Incense', 'Opoponax', 'Amber'], 'bottomnotes': ['Leather', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli']}"
Crystal Incense,Acqua di Parma,4.69,16.0,-0.14286,-0.84615,-0.16667,0.25926,1.23568,0.0,1.43705,0.32619,0.23733,0.61004,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Grapefruit', 'Ginger', 'Pepper'], 'midnotes': ['Olibanum', 'Cardamom', 'Atlas Cedar'], 'bottomnotes': ['Musk', 'Siam Benzoin', 'Patchouli']}"
Blu Mediterraneo Foglie di Basilico,Acqua di Parma,4.52,23.0,0.75,0.0,0.45454,0.13889,0.0,0.0,0.0,0.0,2.73568,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Basil'], 'midnotes': [], 'bottomnotes': []}"
Memoir Man,Amouage,4.28,3581.0,1.3243,-0.47017,-0.19124,0.24556,0.19686,3.75908,1.42568,0.0,1.46307,0.30534,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Basil', 'Wormwood', 'Mint'], 'midnotes': ['Lavender', 'Incense', 'Rose'], 'bottomnotes': ['Tobacco', 'Vanille', 'Guaiac Wood', 'oak moss', 'Leather', 'Musk', 'Amber', 'Sandalwood', 'Vetiver']}"
Interlude 53 Man,Amouage,4.44,896.0,1.52317,-0.70625,-0.50097,0.33023,0.16466,2.77665,1.84584,0.0,0.0,0.36514,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Oregano', 'Pimento', 'Bergamot'], 'midnotes': ['Labdanum', 'Incense', 'Opoponax', 'Amber'], 'bottomnotes': ['Smoke', 'Leather', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli']}"
Colonia Assoluta In Villa,Acqua di Parma,4.39,33.0,1.0,-0.33333,0.78571,0.16667,0.26363,0.0,0.0,1.64818,0.0,0.42215,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Spices', 'Woodsy Notes', 'Citruses'], 'midnotes': [], 'bottomnotes': []}"
Jubilation 40 Man,Amouage,4.46,630.0,1.21939,-1.03958,-0.30368,0.28909,1.12493,0.0,1.85762,0.0,0.26631,0.38054,0.58908,0.0,0.0,0.0,0.0,"{'topnotes': ['Black Currant', 'Davana', 'Labdanum', 'Rosemary', 'Blackberry', 'Orange'], 'midnotes': ['Bay Leaf', 'Celery Seeds', 'Rose', 'Cinnamon', 'Frankincense', 'Cloves', 'Broom'], 'bottomnotes': ['Cedar', 'Moss', 'Guaiac Wood', 'Opoponax', 'Ambergris', 'Cistus Incanus', 'Musk', 'Myrrh', 'Agarwood (Oud)', 'Patchouli']}"
Beach Hut Man,Amouage,4.2,2809.0,1.35424,-0.40987,0.61965,0.15788,2.34578,0.0,0.0,0.75243,1.78129,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Orange Blossom', 'Galbanum', 'Mint'], 'midnotes': ['Ivy', 'Moss', 'Vetiver'], 'bottomnotes': ['Woody Notes', 'Myrrh', 'Patchouli']}"
Purpose,Amouage,3.81,877.0,1.1147,-0.64706,-0.11559,0.25552,0.97267,0.88426,0.45001,0.28058,0.28573,0.5275,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Olibanum', 'Black and Pink Pepper', 'Pimento', 'Bergamot'], 'midnotes': ['Papyrus', 'Rose', 'Sandalwood', 'Vetiver'], 'bottomnotes': ['Mystikal', 'Suede', 'Akigalawood', 'Saffron']}"
Lyric Man,Amouage,4.14,3619.0,0.30435,-0.36105,0.01683,0.23138,0.17516,0.0,0.46943,0.59009,0.26561,0.38207,0.0,2.65737,1.33326,0.0,0.0,"{'topnotes': ['Bergamot', 'Lime'], 'midnotes': ['Ginger', 'Angelica', 'Orange Blossom', 'Rose', 'Galbanum', 'Saffron', 'Nutmeg'], 'bottomnotes': ['Incense', 'Pine Tree', 'Musk', 'Vanilla', 'Sandalwood']}"
Interlude Black Iris,Amouage,4.21,2676.0,1.42152,-0.48455,-0.54828,0.31838,0.1958,0.9476,1.65041,0.0,0.25427,0.33153,0.0,1.50164,0.44854,0.0,0.0,"{'topnotes': ['Rosemary', 'Bergamot', 'Violet Leaf'], 'midnotes': ['Orris', 'Labdanum', 'Olibanum', 'Myrhh', 'Vanilla', 'Amber'], 'bottomnotes': ['Cedar', 'Leather', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli']}"
Opus XIII – Silver Oud,Amouage,3.84,651.0,1.26835,-0.78873,-0.52351,0.33972,1.01121,2.76317,0.82217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Cypriol Oil or Nagarmotha', 'Virginia Cedar', 'Patchouli'], 'midnotes': ['Madagascar Vanilla', 'Agarwood (Oud)'], 'bottomnotes': ['Guaiac Wood', 'Castoreum', 'Ambrarome', 'Birch']}"
Dia Man,Amouage,4.22,1950.0,0.89721,-0.50202,0.37353,0.1578,1.33809,0.0,1.77818,1.13567,0.33626,0.44582,0.57321,1.12135,0.0,0.0,0.0,"{'topnotes': ['Labdanum', 'Incense', 'Cardamom', 'Bitter Orange'], 'midnotes': ['Orris Root', 'Peony', 'Ylang-Ylang', 'Plum'], 'bottomnotes': ['Vetiver', 'Brazilian Rosewood', 'Leather', 'Amber', 'Patchouli']}"
Jubilation XXV Man,Amouage,4.39,6098.0,1.30391,-0.51995,-0.26131,0.28866,0.17418,0.0,1.82328,0.0,0.24804,0.41129,2.54223,0.0,0.0,0.0,0.0,"{'topnotes': ['Labdanum', 'Olibanum', 'Tarragon', 'Blackberry', 'Coriander', 'Orange'], 'midnotes': ['Clove', 'Honey', 'Bay Leaf', 'Celery Seeds', 'Guaiac Wood', 'Rose', 'Orchid', 'Cinnamon'], 'bottomnotes': ['Cedar', 'Opoponax', 'Ambergris', 'Musk', 'Myrrh', 'Agarwood (Oud)', 'Immortelle', 'Oakmoss', 'Patchouli']}"
Crimson Rocks,Amouage,3.81,1597.0,-0.49637,-0.73692,-0.15959,0.2539,0.98438,0.0,0.0,0.0,0.24794,3.72447,2.98394,2.09172,0.0,0.0,0.0,"{'topnotes': ['Pink Pepper', 'Cinnamon'], 'midnotes': ['Rose', 'Honey'], 'bottomnotes': ['Oak', 'Atlas Cedar', 'Vetiver']}"
Gold Man,Amouage,3.85,1797.0,0.55796,-0.37674,-0.26565,0.26583,0.9955,1.39854,1.63291,0.0,0.0,0.3373,0.0,2.67496,1.79132,0.0,0.0,"{'topnotes': ['Incense', 'Rose Hip', 'Lily-of-the-Valley'], 'midnotes': ['Jasmine', 'Myrrh', 'Orris Root'], 'bottomnotes': ['Oakmoss', 'Cedar', 'Civet', 'Musk', 'Patchouli', 'Sandalwood', 'Amber']}"
Outlands,Amouage,4.17,254.0,0.26582,-0.93151,-0.27027,0.31954,1.01437,0.0,2.53432,0.39875,0.34825,0.44428,0.51508,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Sichuan Pepper', 'Bergamot', 'Cardamom', 'Frankincense', 'elemi'], 'midnotes': ['Geranium', 'Orange Blossom', 'Cumin', 'Rose', 'Anise', 'Coriander', 'Saffron', 'Wormwood', 'Patchouli'], 'bottomnotes': ['Benzoin', 'Oud', 'Labdanum', 'Maltol', 'Opoponax', 'Ambergris', 'Musk', 'Vanilla', 'Birch', 'Frankincense', 'Amber']}"
Myths Man,Amouage,4.28,1907.0,1.09702,-0.08136,-0.35944,0.27027,1.07308,4.74167,0.40909,0.0,2.03649,0.0,0.0,1.74293,0.0,0.0,0.0,"{'topnotes': ['Orris', 'Chrysanthemum'], 'midnotes': ['Vetiver', 'Rose', 'Rum', 'elemi'], 'bottomnotes': ['Ash', 'Leather', 'Labdanum']}"
Opus XII – Rose Incense,Amouage,4.23,565.0,-0.14286,-0.65614,-0.22179,0.27137,0.21721,0.0,2.44404,0.0,0.39526,0.38097,0.0,2.35381,0.34969,0.0,0.0,"{'topnotes': ['Olibanum', 'Ink', 'elemi'], 'midnotes': ['Olibanum', 'Damask Rose'], 'bottomnotes': ['Vanilla', 'Myrrh', 'Cedar', 'Sandalwood']}"
Portrayal Man,Amouage,4.02,1219.0,1.33798,-0.45306,0.40239,0.15546,1.03984,0.0,0.0,4.98439,1.30879,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Violet Leaves'], 'midnotes': ['Vetiver'], 'bottomnotes': ['Cade oil']}"
Opus V – Woods Symphony,Amouage,3.94,493.0,-0.11407,-0.95673,0.08649,0.2199,1.13997,1.15975,0.0,0.0,0.0,0.0,0.0,6.01066,1.36867,0.0,0.0,"{'topnotes': ['Rum', 'Orris Root'], 'midnotes': ['Rose', 'Jasmine', 'Orris Root'], 'bottomnotes': ['Civet', 'Agarwood (Oud)', 'Dry Wood']}"
Sunshine Man,Amouage,3.98,2015.0,0.78477,-0.43494,0.56764,0.14606,0.19098,0.0,1.47486,0.41123,3.53169,0.42063,0.83349,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Immortelle', 'Brandy', 'Orange'], 'midnotes': ['Clary Sage', 'Juniper Berries', 'Bergamot'], 'bottomnotes': ['Vanilla', 'Cedar', 'Tonka Bean']}"
Ashore,Amouage,3.85,988.0,-1.45103,-0.87812,0.65143,0.21514,0.12509,0.87511,0.46882,0.0,0.0,0.40991,0.0,2.38891,0.0,1.83856,0.0,"{'topnotes': ['Cardamom', 'Pink Pepper', 'Turmeric'], 'midnotes': ['Jasmine Sambac', 'Solar Notes', 'Rose'], 'bottomnotes': ['Olibanum', 'Sandalwood', 'Ambergris']}"
The Library Collection Opus V,Amouage,4.09,1348.0,-0.20833,-0.56957,0.30177,0.22527,1.09654,0.0,0.0,0.0,0.0,0.0,0.0,5.56523,1.15151,0.0,0.0,"{'topnotes': ['Rum', 'Orris Root'], 'midnotes': ['Iris', 'Rose', 'Jasmine'], 'bottomnotes': ['Agarwood (Oud)', 'Woodsy Notes', 'Civetta']}"
Bracken Man,Amouage,4.15,1414.0,1.55922,-0.34557,0.52679,0.15353,1.39093,0.0,0.0,0.30218,1.46427,0.61004,0.0,0.0,0.34028,0.0,0.0,"{'topnotes': ['Lemon', 'Cypress', 'Bergamot', 'Lavender', 'Cloves', 'Nutmeg'], 'midnotes': ['Sandalwood', 'Cedar', 'Geranium', 'Cinnamon'], 'bottomnotes': ['Musk', 'Patchouli']}"
Imitation Man,Amouage,3.95,1049.0,0.50901,-0.38874,-0.04202,0.22865,1.30387,2.98319,0.0,0.0,0.0,0.0,0.0,6.65695,0.69589,0.0,0.0,"{'topnotes': ['Citron', 'Nutmeg', 'Black Pepper'], 'midnotes': ['Orris', 'Violet', 'Turkish Rose'], 'bottomnotes': ['Castoreum', 'Myrhh', 'Leather', 'Patchouli', 'Vetiver']}"
Honour Man,Amouage,4.0,1661.0,1.33981,-0.52009,0.37456,0.19548,0.87441,1.16574,1.40655,0.0,0.40514,1.53457,0.0,0.0,0.58777,0.0,0.0,"{'topnotes': ['Pink Pepper', 'Pepper'], 'midnotes': ['Geranium', 'Nutmeg', 'elemi'], 'bottomnotes': ['Incense', 'Musk', 'Patchouli', 'Tonka Bean', 'Virginia Cedar', 'Vetiver']}"
Boundless,Amouage,4.19,1448.0,0.84014,-0.52022,-0.27746,0.28666,0.15433,2.72916,2.35719,0.3266,0.29289,0.61004,0.5648,0.0,0.0,0.0,0.0,"{'topnotes': ['Blood Orange', 'Cardamom', 'Ginger', 'elemi'], 'midnotes': ['Benzoin', 'Bourbon Vanilla'], 'bottomnotes': ['Vetiver', 'Oakmoss', 'Guaiac Wood', 'Incense', 'Myrrh', 'Cacao', 'Papyrus', 'Tobacco', 'Patchouli']}"
Vanilla Barka,Amouage,4.53,155.0,-0.18681,-1.30864,-0.23881,0.29396,0.0,0.0,2.69901,0.0,0.21973,0.28944,0.50401,0.0,0.33195,0.0,0.0,"{'topnotes': [], 'midnotes': [], 'bottomnotes': []}"
Fate Man,Amouage,3.89,1333.0,1.2042,-0.43522,-0.22619,0.25998,0.15723,1.24036,1.89467,0.0,1.50961,1.58372,0.59164,0.0,0.0,0.0,0.0,"{'topnotes': ['Ginger', 'Mandarin Orange', 'Cumin', 'Saffron', 'Wormwood'], 'midnotes': ['Copahu Balm', 'Labdanum', 'Incense', 'Olibanum', 'Rose', 'Immortelle'], 'bottomnotes': ['Licorice', 'Cedar', 'Labdanum', 'Musk', 'Tonka Bean', 'Sandalwood']}"
Beloved Man,Amouage,4.11,1063.0,1.14717,-0.54867,0.42204,0.15243,3.06155,0.97239,0.92701,0.46917,0.4863,0.48696,0.0,0.0,0.38234,0.0,0.0,"{'topnotes': ['Pepper', 'Grapefruit', 'Orange', 'Cardamon', 'elemi'], 'midnotes': ['Jasmine', 'Saffron', 'Geranium', 'Orris Root'], 'bottomnotes': ['Cedar', 'Guaiac Wood', 'Leather', 'Musk', 'Patchouli', 'Vetiver']}"
Guidance 46,Amouage,4.26,650.0,-1.16887,-1.09091,-0.08171,0.26117,0.26363,0.0,0.46479,0.0,0.0,0.37926,4.58503,2.17027,0.38229,0.0,0.0,"{'topnotes': ['Pear', 'Pink Pepper', 'Hazelnut', 'Bitter Almond', 'Rose Water', 'Frankincense'], 'midnotes': ['Jasmine Sambac', 'Rose', 'Saffron', 'Osmanthus'], 'bottomnotes': ['Ambrette', 'Labdanum', 'Ambergris', 'Vanilla', 'Akigalawood', 'Georgywood', 'Cypriol', 'Sandalwood']}"
Oud Ulya,Amouage,4.4,108.0,0.90164,-1.18519,-0.58696,0.33929,0.12243,4.90903,0.74721,0.0,0.0,0.0,0.0,0.0,1.15699,0.0,0.0,"{'topnotes': ['Civet', 'Castoreum', 'Birch Tar', 'Vanilla', 'Agarwood (Oud)'], 'midnotes': [], 'bottomnotes': []}"
The Library Collection Rose Incense,Amouage,4.21,375.0,-0.3653,-0.61622,-0.33077,0.27051,0.22998,0.0,2.61745,0.0,0.45511,0.37964,0.0,2.43288,0.39462,0.0,0.0,"{'topnotes': ['Olibanum', 'Ink', 'elemi'], 'midnotes': ['Suede', 'Rose Water', 'Olibanum'], 'bottomnotes': ['Myrhh', 'Vanilla', 'Cedar', 'Sandalwood']}"
The Library Collection Opus X,Amouage,3.84,598.0,-0.3253,-0.46774,0.21898,0.21499,0.14406,0.0,1.19198,0.0,0.29831,0.29587,0.0,1.83149,0.0,5.0707,0.0,"{'topnotes': ['May Rose', 'Red Rose', 'Rose'], 'midnotes': ['Leather', 'Geranium', 'Varnish Accord'], 'bottomnotes': ['Laotian Oud', 'Ylang-Ylang', 'Ambrarome', 'Metallic notes']}"
Cristal & Gold Man,Amouage,4.14,29.0,0.33333,-1.0,0.0,0.23684,0.18047,1.81886,0.48026,0.80055,0.0,0.30954,0.0,1.6478,1.86013,2.27741,0.0,"{'topnotes': ['Honey', 'Bergamot', 'Neroli', 'Petitgrain', 'Frankincense', 'Aldehydes'], 'midnotes': ['Jasmine', 'Damask Rose', 'Orris Root', 'Ylang-Ylang', 'Heliotrope'], 'bottomnotes': ['Labdanum', 'Civet', 'Guaiac Wood', 'Ambergris', 'Patchouli', 'Sandalwood', 'Vetiver']}"
Incense Rori,Amouage,4.35,85.0,0.48837,-0.73171,-0.31429,0.35065,3.43458,0.0,0.76426,0.0,0.0,0.31112,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Olibanum', 'Cedar', 'Oakmoss'], 'midnotes': [], 'bottomnotes': []}"
Ciel Pour Homme,Amouage,4.0,591.0,0.79032,-0.67857,0.68229,0.18585,0.26363,0.0,0.0,0.38989,2.2274,0.52176,0.0,2.32448,0.46479,0.0,0.0,"{'topnotes': ['Lavender', 'Rose', 'Lily-of-the-Valley', 'Bergamot'], 'midnotes': ['Jasmine', 'Cinnamon', 'Peach', 'Cardamom', 'Nutmeg'], 'bottomnotes': ['Vetiver', 'Cedar', 'Incense', 'Sandalwood', 'Patchouli']}"
The Library Collection Opus VIII,Amouage,3.93,704.0,-0.17105,-0.46154,0.44242,0.15778,0.23019,0.0,0.68204,0.29855,0.35078,0.51364,0.48275,3.46524,0.0,0.0,0.0,"{'topnotes': ['Jasmine', 'Ylang-Ylang', 'Orange Blossom'], 'midnotes': ['Ginger', 'Olibanum', 'Guaiac Wood', 'Saffron', 'Vetiver'], 'bottomnotes': ['West Indian Bay', 'Benzoin']}"
Saffron Hamra,Amouage,4.32,65.0,0.46667,-0.88889,-0.13793,0.41129,0.17478,2.7214,0.0,0.0,0.39805,0.61004,0.0,1.27566,0.0,2.4416,0.0,"{'topnotes': [], 'midnotes': [], 'bottomnotes': []}"
Orris Wakan,Amouage,3.9,67.0,-0.125,-1.24242,0.0,0.24074,1.04756,0.0,0.0,0.0,0.0,0.0,0.0,2.41177,1.49583,0.0,0.0,"{'topnotes': ['Orris', 'White Musk', 'Sandalwood'], 'midnotes': [], 'bottomnotes': []}"
The Library Collection Opus VII,Amouage,4.15,956.0,1.17117,-0.34409,-0.32526,0.27612,1.43788,2.66944,0.65426,0.0,1.39035,0.5362,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Fenugreek', 'Costus', 'Olibanum', 'Galbanum', 'Ambergris', 'Leather', 'Musk', 'Cypriol Oil or Nagarmotha', 'Sandalwood', 'Amber', 'Agarwood (Oud)', 'Cardamom', 'Pink Pepper', 'Nutmeg', 'Patchouli'], 'midnotes': [], 'bottomnotes': []}"
The Library Collection Silver Oud,Amouage,4.42,114.0,1.09412,-0.7,-0.53731,0.42481,1.01175,2.82806,0.9644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Cypriol Oil or Nagarmotha', 'Virginia Cedar', 'Patchouli'], 'midnotes': ['Madagascar Vanilla', 'Agarwood (Oud)'], 'bottomnotes': ['Guaiac Wood', 'Birch', 'Castoreum', 'Amber']}"
Purpose 50,Amouage,3.83,52.0,0.77143,-1.08108,-0.22727,0.33824,0.26363,0.95981,0.98615,0.0,0.22243,0.58398,0.0,0.84319,0.37152,0.0,0.0,"{'topnotes': ['Pink Pepper', 'Pimento', 'Frankincense', 'Bergamot'], 'midnotes': ['Rose', 'Papyrus', 'Sandalwood', 'Vetiver'], 'bottomnotes': ['Mystikal', 'Vanilla', 'Akigalawood', 'Suede', 'Saffron']}"
Tribute,Amouage,4.55,317.0,0.38462,0.0,-0.30232,0.28054,0.12867,3.92016,1.31349,0.0,0.0,0.35943,0.0,1.83149,0.0,0.0,0.0,"{'topnotes': ['Saffron', 'Taif Rose', 'Spices'], 'midnotes': ['Jasmine', 'French labdanum', 'Incense', 'Tincture of Rose', 'Amber'], 'bottomnotes': ['Cedar', 'Leather', 'Patchouli', 'Juniper', 'Tobacco', 'Vetiver']}"
The Library Collection Opus I,Amouage,3.95,773.0,-0.325,-0.31304,0.34759,0.17776,0.26363,0.0,0.39214,0.31608,0.2845,0.45385,0.56078,5.35818,0.0,0.0,0.0,"{'topnotes': ['Cardamom', 'Bitter Orange', 'Plum'], 'midnotes': ['Jasmine', 'Lily-of-the-Valley', 'Tuberose', 'Rose', 'Ylang-Ylang'], 'bottomnotes': ['Incense', 'Guaiac Wood', 'Vetyver', 'Papyrus', 'Tonka Bean', 'Virginia Cedar', 'Sandalwood']}"
The Library Collection Opus VI,Amouage,4.25,1341.0,0.52336,-0.35196,-0.40314,0.27789,0.16964,1.22018,1.68603,0.0,0.26594,0.31043,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['West Indian Bay', 'Sichuan Pepper', 'Incense'], 'midnotes': ['Silk Vine or Milk Broom', 'Cypriol Oil or Nagarmotha', 'Patchouli'], 'bottomnotes': ['Labdanum', 'Sandalwood', 'Amber']}"
Afrah,Amouage,4.54,70.0,0.0,-1.0,0.18182,0.05556,0.13282,0.0,0.38503,0.0,0.0,0.0,0.0,2.74902,0.42979,0.0,0.0,"{'topnotes': ['Champaca', 'Basil', 'Taif Rose'], 'midnotes': ['Agarwood (Oud)'], 'bottomnotes': ['Sandalwood', 'Amber']}"
Silver Man,Amouage,4.01,710.0,0.86667,-0.27273,0.57249,0.17005,0.23576,0.0,0.51925,0.56839,0.0,0.0,0.88082,4.67842,1.49718,0.0,0.0,"{'topnotes': ['Plum', 'Mandarin Orange', 'Bergamot', 'Orange Blossom'], 'midnotes': ['Jasmine', 'Rose', 'Orchid', 'Ylang-Ylang', 'Heliotrope'], 'bottomnotes': ['Vetiver', 'Incense', 'Musk', 'Amber', 'Sandalwood', 'Patchouli']}"
The Library Collection Opus IX,Amouage,3.96,714.0,-0.25731,-0.28358,-0.25926,0.24128,0.15593,2.8637,0.50939,0.0,0.0,0.0,0.0,2.0433,1.18823,0.0,2.69644,"{'topnotes': ['Jasmine', 'Camelia', 'Black Pepper'], 'midnotes': ['Leather', 'Guaiac Wood', 'Beeswax'], 'bottomnotes': ['Civet', 'Ambergris', 'Vetiver']}"
The Library Collection Opus II,Amouage,3.85,575.0,0.6087,-0.47826,0.52113,0.15306,1.07935,1.20197,1.39397,0.0,1.88024,1.71628,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Pink Pepper', 'Wormwood', 'Pepper'], 'midnotes': ['Jasmine', 'Cardamom', 'Cinnamon', 'Rose'], 'bottomnotes': ['Incense', 'Musk', 'Patchouli', 'Virginia Cedar', 'Amber']}"
Rose Aqor,Amouage,4.26,61.0,-0.27778,-0.9,-0.24,0.26282,0.20058,0.0,1.61481,0.0,0.0,0.32891,0.0,2.58855,0.33472,0.0,0.0,"{'topnotes': ['Labdanum', 'Rose', 'Sandalwood', 'Olibanum'], 'midnotes': [], 'bottomnotes': []}"
Molook,Amouage,4.55,76.0,0.375,0.5,0.0,0.14103,0.18143,0.0,0.55027,0.0,0.0,0.27773,0.0,1.83149,0.52335,0.0,0.0,"{'topnotes': ['Taif Rose'], 'midnotes': ['Amber'], 'bottomnotes': ['Agarwood (Oud)', 'Sandalwood']}"
The Library Collection Opus IV,Amouage,4.03,892.0,0.34965,-0.23077,0.00917,0.23616,0.0,1.27223,1.64641,0.40877,0.4863,0.42315,0.0,0.92447,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Grapefruit', 'Coriander', 'Mandarin Orange'], 'midnotes': ['Caraway', 'Rose', 'Violet Leaf', 'Cardamon', 'Rose Hip', 'elemi'], 'bottomnotes': ['Labdanum', 'Musk', 'Incense']}"
Taifi Rose,Amouage,4.58,45.0,-1.0,0.0,0.85714,0.15625,0.0,0.0,0.42681,0.0,0.0,0.0,2.68886,2.523,0.40027,0.0,0.0,"{'topnotes': ['Honey', 'Lily-of-the-Valley', 'Labdanum', 'Olibanum', 'Ylang-Ylang', 'Taif Rose', 'Agarwood (Oud)', 'Sandalwood', 'Amber'], 'midnotes': [], 'bottomnotes': []}"
Ohood,Amouage,4.55,55.0,0.0,-0.33333,-0.2,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83149,0.3518,0.0,0.0,"{'topnotes': ['African Orange Flower', 'Rose', 'Ivy', 'Bergamot'], 'midnotes': ['Musk', 'Artemisia', 'Taif Rose'], 'bottomnotes': ['Agarwood (Oud)', 'Sandalwood', 'Amber']}"
Santal Sohar,Amouage,4.04,28.0,-0.05,-1.26316,-0.0625,0.23333,0.26363,0.0,0.0,0.0,0.0,0.53175,0.0,0.86995,0.488,0.0,0.0,"{'topnotes': ['Rose'], 'midnotes': ['Clove'], 'bottomnotes': ['Sandalwood']}"
Homage,Amouage,4.55,289.0,-0.05,-1.05263,0.25424,0.18712,0.14473,1.3094,1.47151,0.52282,0.0,0.31689,0.0,2.61071,0.42919,0.0,0.0,"{'topnotes': ['Incense', 'Taif Rose'], 'midnotes': ['Jasmine', 'Agarwood (Oud)', 'Amber'], 'bottomnotes': ['Lemon', 'Sandalwood', 'Orange']}"
Musk Abyadh,Amouage,4.31,67.0,-0.55556,-0.6,0.61905,0.24576,0.19207,0.0,1.78254,0.0,0.0,0.28759,0.44711,0.0,1.89352,0.0,0.0,"{'topnotes': ['Musk', 'Sandalwood', 'Vanille'], 'midnotes': [], 'bottomnotes': []}"
Tayyiba,Amouage,4.43,122.0,-0.9,0.0,0.42105,0.15,0.21711,0.0,0.0,1.18655,0.0,0.0,0.60371,6.05159,0.95985,0.0,0.0,"{'topnotes': ['Jasmine', 'Ylang-Ylang'], 'midnotes': ['Lilac', 'Rose', 'Woodsy Notes'], 'bottomnotes': ['African Orange Flower', 'Musk', 'Sandalwood']}"
The Library Collection Opus XI,Amouage,4.14,334.0,1.08163,-0.33621,-0.38931,0.27246,0.14926,0.0,1.59918,0.0,2.41871,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Marjoram'], 'midnotes': ['Agarwood (Oud)'], 'bottomnotes': ['Leatherwood', 'Styrax']}"
Sandal,Amouage,4.31,39.0,0.4,0.2,-0.08333,0.20588,0.26363,0.0,0.0,0.0,0.0,0.35382,0.0,0.0,0.488,0.0,0.0,"{'topnotes': ['Sandalwood'], 'midnotes': [], 'bottomnotes': []}"
Jasmine,Amouage,4.34,29.0,-0.25,0.0,-1.0,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69796,0.0,0.0,0.0,"{'topnotes': ['Jasmine'], 'midnotes': [], 'bottomnotes': []}"
Salamah,Amouage,4.54,69.0,-0.6,0.0,0.63636,0.0,0.0,0.0,0.39792,0.28754,1.8091,0.0,0.0,1.83149,0.3846,0.0,0.0,"{'topnotes': ['Taif Rose', 'Bergamot'], 'midnotes': ['Olibanum', 'Taif Rose'], 'bottomnotes': ['Agarwood (Oud)', 'Hay', 'White Musk']}"
Bahjah,Amouage,4.24,51.0,0.25,-0.16667,0.66667,0.25,5.59383,1.37897,1.33336,0.63591,0.6279,0.27344,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lime'], 'midnotes': ['oak moss'], 'bottomnotes': ['Incense', 'Woodsy Notes']}"
Shams Al Doha,Amouage,4.57,65.0,-0.25,-1.0,0.33333,0.22222,0.0,0.0,0.0,0.0,0.0,0.26902,0.0,1.83149,0.35997,0.0,0.0,"{'topnotes': ['Musk', 'Jasmine', 'Taif Rose'], 'midnotes': ['Rose', 'Saffron', 'Artemisia', 'Amber'], 'bottomnotes': ['Agarwood (Oud)', 'Sandalwood']}"
The Library Collection Opus III,Amouage,4.05,981.0,-0.8303,-0.4812,0.26761,0.21825,0.22163,0.0,1.09397,0.0,0.0,0.36591,0.57039,5.74663,0.75076,0.0,0.0,"{'topnotes': ['Clove', 'Thyme', 'Dyer’s Greenweed', 'Mimosa', 'Nutmeg'], 'midnotes': ['African Orange Flower', 'Ylang-Ylang', 'Violet', 'Jasmine'], 'bottomnotes': ['Benzoin', 'Ambrette (Musk Mallow)', 'Vanille', 'Guaiac Wood', 'Musk', 'Papyrus', 'Virginia Cedar', 'Sandalwood']}"
