Fragrance Name,Link
Dark Cherry & Amber,https://www.fragrantica.com/perfume/Banana-Republic/Dark-Cherry-Amber-59392.html
Eau Sauvage Parfum 2017,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Parfum-2017-43977.html
Painter,https://www.fragrantica.com/perfume/Genyum/Painter-54911.html
Miami,https://www.fragrantica.com/perfume/City-Rhythm/Miami-75008.html
Sundazed,https://www.fragrantica.com/perfume/Byredo/Sundazed-54747.html
Oud for Happiness,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Oud-for-Happiness-69224.html
Morning Chess,https://www.fragrantica.com/perfume/Vilhelm-Parfumerie/Morning-Chess-30930.html
Amyris Homme,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Homme-15566.html
Eau des Sens Eau de Toilette,https://www.fragrantica.com/perfume/Diptyque/Eau-des-Sens-Eau-de-Toilette-35678.html
Centaurus,https://www.fragrantica.com/perfume/Creed/Centaurus-95601.html
1740 Marquis de Sade,https://www.fragrantica.com/perfume/Histoires-de-Parfums/1740-Marquis-de-Sade-8590.html
Taskeen Caramel Cascade,https://www.fragrantica.com/perfume/Paris-Corner/Taskeen-Caramel-Cascade-95545.html
La Nuit de L'Homme Le Parfum,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-L-Homme-Le-Parfum-10206.html
Tres Nuit,https://www.fragrantica.com/perfume/Armaf/Tres-Nuit-27711.html
Sugar Addict,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Sugar-Addict-85084.html
Hypnotizing Fire,https://www.fragrantica.com/perfume/The-Harmonist/Hypnotizing-Fire-36700.html
Ralph's Club Parfum,https://www.fragrantica.com/perfume/Ralph-Lauren/Ralph-s-Club-Parfum-75684.html
Born to be Unforgettable,https://www.fragrantica.com/perfume/By-Kilian/Born-to-be-Unforgettable-89141.html
Almaz,https://www.fragrantica.com/perfume/Kajal/Almaz-73429.html
Symphony,https://www.fragrantica.com/perfume/Louis-Vuitton/Symphony-68357.html
Dark,https://www.fragrantica.com/perfume/Akro/Dark-51706.html
Shalimar Millésime Iris,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Millesime-Iris-84844.html
Italica,https://www.fragrantica.com/perfume/Xerjoff/Italica-41149.html
Vanille Fatale (2024),https://www.fragrantica.com/perfume/Tom-Ford/Vanille-Fatale-2024-88659.html
Van Exstasyx,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Van-Exstasyx-74242.html
The Tux,https://www.fragrantica.com/perfume/Maison-Alhambra/The-Tux-78559.html
Delizia di Marshmallow,https://www.fragrantica.com/perfume/Kyse-Perfumes/Delizia-di-Marshmallow-56189.html
Turathi Brown,https://www.fragrantica.com/perfume/Afnan/Turathi-Brown-84403.html
Uomo Salvatore Ferragamo,https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Uomo-Salvatore-Ferragamo-39466.html
Mimosa & Cardamom,https://www.fragrantica.com/perfume/Jo-Malone-London/Mimosa-Cardamom-31825.html
Tonka Imperiale,https://www.fragrantica.com/perfume/Guerlain/Tonka-Imperiale-8705.html
Patchouli Mania,https://www.fragrantica.com/perfume/Essential-Parfums/Patchouli-Mania-85144.html
Ishq Al Shuyukh Silver,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ishq-Al-Shuyukh-Silver-81099.html
Velvet Rose & Oud,https://www.fragrantica.com/perfume/Jo-Malone-London/Velvet-Rose-Oud-15286.html
Jimmy Choo Man Ice,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Man-Ice-43304.html
GNTONIC,https://www.fragrantica.com/perfume/M-Micallef/GNTONIC-80353.html
I Don’t Know What,https://www.fragrantica.com/perfume/DS-Durga/I-Don-t-Know-What-50118.html
Dior Homme Parfum 2025,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-2025-101016.html
Escentric 02,https://www.fragrantica.com/perfume/Escentric-Molecules/Escentric-02-3607.html
Last Birthday Cake,https://www.fragrantica.com/perfume/Toskovat/Last-Birthday-Cake-88875.html
Soleil de Capri,https://www.fragrantica.com/perfume/Montale/Soleil-de-Capri-3767.html
Le Jardin de Monsieur Li,https://www.fragrantica.com/perfume/Hermes/Le-Jardin-de-Monsieur-Li-29818.html
Santal Majuscule,https://www.fragrantica.com/perfume/Serge-Lutens/Santal-Majuscule-15547.html
Ansaam Silver,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ansaam-Silver-82788.html
Search,https://www.fragrantica.com/perfume/Amouage/Search-78655.html
Light Blue Pour Homme Summer Vibes,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Pour-Homme-Summer-Vibes-80377.html
XJ 1861 Zefiro,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Zefiro-30530.html
Lyric Man,https://www.fragrantica.com/perfume/Amouage/Lyric-Man-4622.html
Azzaro Chrome Extreme,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Chrome-Extreme-59020.html
Minuit et Demi,https://www.fragrantica.com/perfume/Fragrance-Du-Bois/Minuit-et-Demi-66071.html
Enigma Pour Homme Parfum Cologne,https://www.fragrantica.com/perfume/Roja-Dove/Enigma-Pour-Homme-Parfum-Cologne-57876.html
Raghba Wood Intense,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Raghba-Wood-Intense-28713.html
Starry Night,https://www.fragrantica.com/perfume/Montale/Starry-Night-31771.html
Aperitivo Milanese Porta Nuova,https://www.fragrantica.com/perfume/Trussardi/Aperitivo-Milanese-Porta-Nuova-59829.html
Masa,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Masa-88636.html
Guilty Pour Homme,https://www.fragrantica.com/perfume/Gucci/Guilty-Pour-Homme-11037.html
Memoir Man,https://www.fragrantica.com/perfume/Amouage/Memoir-Man-10145.html
Boundless,https://www.fragrantica.com/perfume/Amouage/Boundless-66528.html
Molecule 01 + Black Tea,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-Black-Tea-79414.html
Vietnamese Coffee,https://www.fragrantica.com/perfume/d-Annam/Vietnamese-Coffee-89234.html
Oudgasm Vanilla Oud | 36 Eau de Parfum Intense,https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Vanilla-Oud-36-Eau-de-Parfum-Intense-85184.html
Chameleon,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Chameleon-53015.html
Cosmic Pepper,https://www.fragrantica.com/perfume/Mancera/Cosmic-Pepper-81804.html
Bvlgari Man Wood Essence,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Man-Wood-Essence-50602.html
Maahir Black Edition,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Maahir-Black-Edition-66564.html
Vodka on the Rocks,https://www.fragrantica.com/perfume/By-Kilian/Vodka-on-the-Rocks-23899.html
Rise,https://www.fragrantica.com/perfume/Akro/Rise-84247.html
Rare Carbon,https://www.fragrantica.com/perfume/Afnan/Rare-Carbon-66627.html
Desert Suave,https://www.fragrantica.com/perfume/Les-Liquides-Imaginaires/Desert-Suave-51543.html
Shaghaf Vanilla Toffee,https://www.fragrantica.com/perfume/Swiss-Arabian/Shaghaf-Vanilla-Toffee-98548.html
French Leather,https://www.fragrantica.com/perfume/Memo-Paris/French-Leather-28049.html
Imperium,https://www.fragrantica.com/perfume/Electimuss/Imperium-61804.html
Hugo,https://www.fragrantica.com/perfume/Hugo-Boss/Hugo-570.html
Fakhar Extrait,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Fakhar-Extrait-85092.html
Dolce&Gabbana Pour Homme Intenso,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Homme-Intenso-28935.html
Hard Candy Elixir,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Hard-Candy-Elixir-83712.html
Jardin Exclusif,https://www.fragrantica.com/perfume/Mancera/Jardin-Exclusif-51490.html
Bleecker Street,https://www.fragrantica.com/perfume/Bond-No-9/Bleecker-Street-1301.html
Qaa'ed Intense,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Qaa-ed-Intense-90438.html
Art of Arabia I,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Art-of-Arabia-I-92423.html
Fils de Joie,https://www.fragrantica.com/perfume/Serge-Lutens/Fils-de-Joie-62872.html
Les Absolus d'Orient Santal Royal,https://www.fragrantica.com/perfume/Guerlain/Les-Absolus-d-Orient-Santal-Royal-28246.html
Les Sables Roses,https://www.fragrantica.com/perfume/Louis-Vuitton/Les-Sables-Roses-55040.html
Shuhrah Pour Homme,https://www.fragrantica.com/perfume/Rasasi/Shuhrah-Pour-Homme-53578.html
1957 Eau de Parfum,https://www.fragrantica.com/perfume/Chanel/1957-Eau-de-Parfum-52483.html
Vanilla Sky,https://www.fragrantica.com/perfume/Skylar/Vanilla-Sky-63471.html
EGE / ΑΙΓΑΙΟ,https://www.fragrantica.com/perfume/Nishane/EGE-AIGAIO-64092.html
She Was An Anomaly,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/She-Was-An-Anomaly-56994.html
Orange X Santal,https://www.fragrantica.com/perfume/Essential-Parfums/Orange-X-Santal-50786.html
11 11,https://www.fragrantica.com/perfume/Lake-Skye/11-11-70646.html
Sweet Vanilla,https://www.fragrantica.com/perfume/Montale/Sweet-Vanilla-39411.html
Tempo Eau de Parfum,https://www.fragrantica.com/perfume/Diptyque/Tempo-Eau-de-Parfum-48680.html
Dior Homme,https://www.fragrantica.com/perfume/Dior/Dior-Homme-13015.html
F by Ferragamo Black,https://www.fragrantica.com/perfume/Salvatore-Ferragamo/F-by-Ferragamo-Black-5002.html
Angel's Dust,https://www.fragrantica.com/perfume/Francesca-Bianchi/Angel-s-Dust-40882.html
Milk,https://www.fragrantica.com/perfume/DedCool/Milk-67819.html
Acqua di parma Blue Mediterraneo - Mirto di Panarea,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-parma-Blue-Mediterraneo-Mirto-di-Panarea-3108.html
Kismet Magic,https://www.fragrantica.com/perfume/Maison-Alhambra/Kismet-Magic-95138.html
La Religieuse,https://www.fragrantica.com/perfume/Serge-Lutens/La-Religieuse-29636.html
Pasha de Cartier Parfum,https://www.fragrantica.com/perfume/Cartier/Pasha-de-Cartier-Parfum-59418.html
Bodacious,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Bodacious-70658.html
Habit Rouge Rouge Privé,https://www.fragrantica.com/perfume/Guerlain/Habit-Rouge-Rouge-Prive-80690.html
Silver Musk,https://www.fragrantica.com/perfume/Nasomatto/Silver-Musk-4295.html
Himalaya,https://www.fragrantica.com/perfume/Creed/Himalaya-465.html
Rouge Chaotique,https://www.fragrantica.com/perfume/Byredo/Rouge-Chaotique-83369.html
Rien Intense Incense,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Rien-Intense-Incense-24713.html
De Profundis,https://www.fragrantica.com/perfume/Serge-Lutens/De-Profundis-13274.html
Original Vetiver,https://www.fragrantica.com/perfume/Creed/Original-Vetiver-468.html
Journey Man,https://www.fragrantica.com/perfume/Amouage/Journey-Man-25251.html
Oud Cadenza,https://www.fragrantica.com/perfume/Maison-Crivelli/Oud-Cadenza-95195.html
Gentleman (2017),https://www.fragrantica.com/perfume/Givenchy/Gentleman-2017-46040.html
The One For Men Eau de Parfum Intense,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-For-Men-Eau-de-Parfum-Intense-59313.html
Molecule 01 + Mandarin,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-Mandarin-66047.html
Melody Of The Sun,https://www.fragrantica.com/perfume/Mancera/Melody-Of-The-Sun-72736.html
Divin'Enfant,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Divin-Enfant-4514.html
DesirToxic,https://www.fragrantica.com/perfume/M-Micallef/DesirToxic-54800.html
Gozo,https://www.fragrantica.com/perfume/Jeroboam/Gozo-60300.html
Via Cavour I,https://www.fragrantica.com/perfume/Xerjoff/Via-Cavour-I-47871.html
Néroli Amara,https://www.fragrantica.com/perfume/Van-Cleef-Arpels/Neroli-Amara-49913.html
Aqua Universalis,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-6804.html
Camel,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Camel-47334.html
His Confession,https://www.fragrantica.com/perfume/Lattafa-Perfumes/His-Confession-96866.html
Déjà Vu White Flower 57,https://www.fragrantica.com/perfume/Kayali-Fragrances/Deja-Vu-White-Flower-57-59093.html
Dark Lord,https://www.fragrantica.com/perfume/By-Kilian/Dark-Lord-50603.html
Prada Amber Pour Homme (Prada Man),https://www.fragrantica.com/perfume/Prada/Prada-Amber-Pour-Homme-Prada-Man-1044.html
Néroli Outrenoir,https://www.fragrantica.com/perfume/Guerlain/Neroli-Outrenoir-40345.html
Brutus,https://www.fragrantica.com/perfume/Orto-Parisi/Brutus-24194.html
Stercus,https://www.fragrantica.com/perfume/Orto-Parisi/Stercus-24192.html
Confidential Private Gold,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Confidential-Private-Gold-84305.html
Sacred Wood,https://www.fragrantica.com/perfume/By-Kilian/Sacred-Wood-23897.html
Choco Violette,https://www.fragrantica.com/perfume/Mancera/Choco-Violette-42940.html
Vanilla Bourbon,https://www.fragrantica.com/perfume/Mix-Bar/Vanilla-Bourbon-66235.html
What About Pop,https://www.fragrantica.com/perfume/The-House-of-Oud/What-About-Pop-57474.html
De Los Santos,https://www.fragrantica.com/perfume/Byredo/De-Los-Santos-72693.html
Sticky Fingers,https://www.fragrantica.com/perfume/Francesca-Bianchi/Sticky-Fingers-61631.html
Le Gourmand,https://www.fragrantica.com/perfume/Jousset-Parfums/Le-Gourmand-87261.html
Aqva Pour Homme Marine,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-Marine-1742.html
Milk -,https://www.fragrantica.com/perfume/Commodity/Milk-70021.html
Lait de Biscuit,https://www.fragrantica.com/perfume/Chabaud-Maison-de-Parfum/Lait-de-Biscuit-23552.html
Jardins de Misfah,https://www.fragrantica.com/perfume/Une-Nuit-Nomade/Jardins-de-Misfah-58411.html
Ambre Nuit,https://www.fragrantica.com/perfume/Dior/Ambre-Nuit-7092.html
God Bless Cola,https://www.fragrantica.com/perfume/Versatile-Paris/God-Bless-Cola-87192.html
Infusion d'Amande,https://www.fragrantica.com/perfume/Prada/Infusion-d-Amande-31044.html
The Hedonist,https://www.fragrantica.com/perfume/Ex-Nihilo/The-Hedonist-69225.html
Tonka Sarrapia Extrait 75,https://www.fragrantica.com/perfume/Guerlain/Tonka-Sarrapia-Extrait-75-87541.html
Mefisto Gentiluomo,https://www.fragrantica.com/perfume/Xerjoff/Mefisto-Gentiluomo-52432.html
Sparkling Jo,https://www.fragrantica.com/perfume/Vilhelm-Parfumerie/Sparkling-Jo-88567.html
Bois d'Argent,https://www.fragrantica.com/perfume/Dior/Bois-d-Argent-1377.html
Velvet Vanilla,https://www.fragrantica.com/perfume/Mancera/Velvet-Vanilla-39835.html
Eau Capitale Eau de Parfum,https://www.fragrantica.com/perfume/Diptyque/Eau-Capitale-Eau-de-Parfum-58391.html
Tabac Rose,https://www.fragrantica.com/perfume/BDK-Parfums/Tabac-Rose-61838.html
Meander,https://www.fragrantica.com/perfume/Amouage/Meander-62859.html
Ombre Noire,https://www.fragrantica.com/perfume/Lalique/Ombre-Noire-48063.html
Bossa,https://www.fragrantica.com/perfume/Granado/Bossa-63970.html
Äican,https://www.fragrantica.com/perfume/Kajal/AEican-91276.html
Un Jardin Sur La Lagune,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-La-Lagune-53373.html
Adonis Awakens,https://www.fragrantica.com/perfume/Argos/Adonis-Awakens-80245.html
The Lover's Tale,https://www.fragrantica.com/perfume/Francesca-Bianchi/The-Lover-s-Tale-51499.html
Mortal Skin,https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Mortal-Skin-31518.html
Now,https://www.fragrantica.com/perfume/RAVE/Now-82467.html
Phantom Intense,https://www.fragrantica.com/perfume/Rabanne/Phantom-Intense-89717.html
Pomegranate Noir,https://www.fragrantica.com/perfume/Jo-Malone-London/Pomegranate-Noir-5581.html
Sculpture Homme,https://www.fragrantica.com/perfume/Nikos/Sculpture-Homme-925.html
Jasoor,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Jasoor-85093.html
Fathom V,https://www.fragrantica.com/perfume/BeauFort-London/Fathom-V-40732.html
Buontalenti,https://www.fragrantica.com/perfume/Profumo-di-Firenze/Buontalenti-57112.html
L'Instant de Guerlain pour Homme EDP,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-EDP-44763.html
Under My Skin,https://www.fragrantica.com/perfume/Francesca-Bianchi/Under-My-Skin-46650.html
Opera,https://www.fragrantica.com/perfume/Xerjoff/Opera-55162.html
Heaven Can Wait,https://www.fragrantica.com/perfume/Frederic-Malle/Heaven-Can-Wait-83297.html
Light Blue pour Homme Italian Love,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-pour-Homme-Italian-Love-72622.html
Baie 19,https://www.fragrantica.com/perfume/Le-Labo/Baie-19-57513.html
Black Vanilla,https://www.fragrantica.com/perfume/Mancera/Black-Vanilla-46662.html
